弹幕,重复次数
你满意你自己喝了吧,48.0
远远不止这个数吧,48.0
现在再便宜也没多少人想吃了,48.0
真是蠢，,48.0
感觉美国的核污染水也在日本那里顺便一起排,48.0
不要停止发声，一直都要记得,48.0
现在了还有人惊讶啊?,48.0
我 就 知 道,48.0
原来色差也能用来证明污染大啊,48.0
丑国你牛,48.0
这老美挺宠儿子的,48.0
你们先收拾尹锡悦这混蛋！,48.0
这群畜生,48.0
我不意外,48.0
又气又无可奈何,48.0
我丢,48.0
起初……，最终……,48.0
双喜临门,48.0
我也好伤心啊！真的好愤怒啊！,48.0
驻日大使:6,48.0
你一张口就是小丑,48.0
世界不能没有海洋，但是必须没有霉国和日本！,48.0
欧美那边根本不知道日本在排海   为什么啊,48.0
马绍尔全岛,48.0
我以为没人要了呢,48.0
我以为跌10倍,48.0
何止鱼类，已经威胁到全人类了,48.0
反制措施呢哥？继续跟进,48.0
住手吧,48.0
能不能拦住啊，快点啊，好好的大海让日本搞成这样子,48.0
丑国不要face,48.0
这辈子最讨厌日本，第二美国,48.0
能不能断交再抵制所有日本产品？,48.0
死到临头了,48.0
就没有其他办法了吗,48.0
非常支持,48.0
驻日大使：单走一个6,48.0
死亡搁浅,48.0
符合国家标准指的是日本自己承认超标160倍？,48.0
想把核污水泼他脸上,48.0
去帮日本洗白作秀,48.0
我***,48.0
驻日大使：9,48.0
深深太平洋底深深伤心,48.0
就是美国爸爸让日本儿子放的,48.0
能不能阻止啊？别光说不练啊！真的很生气,48.0
驻日大使：6,48.0
混蛋日本,48.0
又不敢采取其他措施,48.0
日本政府：反人类组织,48.0
能不能断交啊？我看见日本就烦死了,48.0
赶紧出手阻止,48.0
你美国要不要听听自己在说什么？,48.0
真的很难过,48.0
竟然还有人买，而且才跌这么点？,48.0
喝就杯核污水先把,48.0
太少了,48.0
谁同意排放就排进谁的国家里。,48.0
那个蚝爹油呢，出来走一步,48.0
保护地球的生态！！！,48.0
如果真的去吃，吃的又真的是福岛的海鲜吗,48.0
那个得一两年海鲜还能吃吗？,48.0
保护地球啊啊啊！,48.0
鬼子是真的畜牲,48.0
看这个水渍，好像不是第一次开闸了…,48.0
那不用排了，全运到美国给美国政客喝去！！！,48.0
排了一个星期了除了哇哇叫屁用没有,48.0
现在热搜都看不到新闻了，日本金钱厉害,48.0
看通辽宇宙就能明白老美为了自己少数人的利益啥都能干的出来！哪怕是纵容魔鬼,48.0
啥？还要排那么长时间,48.0
日本人的好人也是坏的,48.0
现在是真的太平洋底深深伤心了,48.0
6，去品尝吧,48.0
6，多吃点,48.0
保护地球保护家园！,48.0
无能为力,48.0
海洋铅含量超标也是美国搞得,48.0
不愧是美国，恶心至极！,48.0
谁能阻止日本鬼子，救救地球吧,48.0
日本人类之耻,48.0
怎么才能制止他们啊？好心疼,48.0
@ 王思聪,48.0
看着吧，继续跌,48.0
排海周围的相关检测数据及视频有吗？,48.0
福岛是硬拖成7级的,48.0
艹 这是人么？,48.0
福岛最开始才二级，日本人为的拖成了7级,48.0
福岛核事故现场是八级事故,48.0
色差你调下滤镜就好了,48.0
加热度加热度加热度,48.0
怎么办啊，难受,48.0
日本人类的罪人,48.0
福岛远不止七级,48.0
4级硬生生拖到7级的日本,48.0
日本都是敌人,48.0
保护地球，保护海洋，保护我们共同的家园,48.0
排海34亿日元，公关700亿日元,48.0
动保环保组织的快阻止一下啊。,48.0
水俣病，同样的剧本,48.0
岸田文雄去死！！！,48.0
保护地球，保护人类，保护海洋,48.0
不出三个月热度就会下降,48.0
保护地球！！！保护海洋！！！保护地球！！！保护海洋！！保护地球！！！保护海洋！！！保护地球！！！保护海洋！！保护地球！！！保护海洋！！！保护地球！！！保护海洋！！保护地球！！！保护海洋！！！保护地球！,48.0
喝都给你喝,48.0
水下利益?,48.0
保护地球！！1,48.0
保护地球 保护海洋 保护我们的地球加油 我们只有一个家园,48.0
无论如何反对日本核污染水排海,48.0
海洋鱼类怎么办？,48.0
氡殣癫隶汞死螬佐非碳基生物,48.0
不是比饮用水干净吗？？颜色怎么深了,48.0
唐僧行为,48.0
现在恐怕降价也没人要,48.0
恐怕人都要消失,48.0
真6,48.0
不是说一百多吨吗,48.0
负责=鞠躬,48.0
拜托把其他食品种类都禁止进口吧！只禁止水产品他们压根不在乎！真的无法容忍他们继续排核污水！,48.0
拜托了一定要制止啊,48.0
恳请国家再做点啥啊！,48.0
站在我自己的利益上想，我还想吃海鲜，还想去海边玩。,48.0
海里鱼儿可怎么办啊,48.0
它们的人类清除计划从未停止,48.0
这也没跌多少啊？？？,48.0
早就偷偷排了,48.0
唉，全人类共同的灾难,48.0
抗日情绪从未如此高涨,48.0
毕竟是狗父子,48.0
毕竟日子它爹已经丢了不知道多少污染了,48.0
想吃你就吃个够,48.0
霉国老双标了,48.0
你能拿它怎么办呢？,48.0
竟然还有人买,48.0
自己儿子嘛怎么说,48.0
居然支持……？,48.0
立即停止！,48.0
不是 ，即答,48.0
怪不得俄罗斯要宣战…被区别对待,48.0
不承诺放弃武力,48.0
真-伤心太平洋了,48.0
日本排了但是是可以停止的 所以我们依旧要去抵制,48.0
雨我无瓜，短期，我吃不起海鲜，长期，我不结婚,48.0
日本黑海,48.0
海藻在也不能给我们制造氧气了,48.0
海都变色了,48.0
日本是美国在亚洲的重要战略国，大家要清醒,48.0
海都成了臭水沟了,48.0
不是一个核弹才算核战，这种带着明确目的也是,48.0
无语死了,48.0
不是下跌，现在送我都不要。。谁敢吃,48.0
√日的必遭天谴！,48.0
持续关注，持续发声，这是我能做到的,48.0
唯恐天下不乱的角色，又想趁机发财对吧？,48.0
迪迦！,48.0
立即停止排放和污染水，否则，中方并采取强烈的应对措施，制裁日方,48.0
卧槽尼玛的，鬼子,48.0
白血病,48.0
气死我了！好气好气,48.0
气死了！这辈子坚决不买日货！,48.0
但是背地里却减少贸易金额,48.0
世界可以没有日本，但不能没有海洋!,48.0
游戏版本：倾潮之下,48.0
他们 摆拍,48.0
韩国民众太难了，他们的政府还不反对,48.0
这不是一个正常国家干的事,48.0
我爸爸那时吃了鱼后，很快得胃癌去世了，当时并不知道日本核泄漏的事。,48.0
有什么用呢  人家该排还是排,48.0
md，鬼子是真畜生!,48.0
有什么用啊,48.0
所以他吃了吗？,48.0
美国和日本是人类之癌，是地球环境的破坏者,48.0
今天骂谁，请灵道指挥小粉砸开骂,48.0
美国发癫？,48.0
主日大使怕什么，吃的肯定不是真货,48.0
日本不是还有很多人赞同排放核污水吗？只不过是有不到一半的人不赞同排放。,48.0
可以这么说，以后排的可是没有处理的污水,48.0
我的大海......,48.0
我的天！,48.0
牛逼，希望他多吃点,48.0
日本政府已经不属于地球了,48.0
呆胶布,48.0
我的海洋啊,48.0
mLm,48.0
版本初期,48.0
可别再喊了，顶屁用,48.0
我相信只要一直有人关注，就会有结果,48.0
cs日本,48.0
我支持,48.0
可别日本政府了,48.0
美国排了多少ddt,48.0
美国自己都逃不了，还不谴责,48.0
炸裂,48.0
美国统治世界的野心从未更改,48.0
还没有去感受过海洋呢！,48.0
品尝就是笑话，这些都可以作假,48.0
美国真是蠢到家了,48.0
还没结束，核污水远不止这点,48.0
byd还戴口罩，知道自己没脸没皮啊？,48.0
狗，只有打才能听话,48.0
还特么保护海洋呢？全完了,48.0
美国狗，你最好是真的品尝,48.0
狗狗交配,48.0
只要美国不倒，大概率会一直排，排到最后就是说是中国排的,48.0
点你牛魔了个酬宾赞,48.0
美国民众根本没几个知道核污水的事,48.0
我才15岁啊，还没有看过海,48.0
还要30年啊！,48.0
还要排几十年呢,48.0
这已经不是正常人类干的事了，阵营不是地球的悲剧,48.0
美国是最早最全禁日本产品,48.0
美国既然赞同日本排放核污水，日本怎么不直接排进美国总统的饮用水里啊。,48.0
他们感到非常满意，也是正常的毕竟美国作为曾经经常使用核弹的国家或大海里丢弃核废料什么的也不是特别罕见了爸爸见儿子做出跟自己一模一样的选择而且还做得特别好，你觉得他会怎么想？,48.0
为什么没有人管啊,48.0
这太丧心病狂,48.0
有啥用？,48.0
我们就没有 其他办法 让它停止吗 好无力啊,48.0
罪恶的按键,48.0
然后米利坚也禁止进口日本鱼,48.0
人类的罪人,48.0
人类灾难的开始,48.0
同样是人怎么会差距这么大,48.0
然后大幅度降低日本进口,48.0
有病吧有病吧有病吧啊啊啊啊啊,48.0
人类挥向地球的刀刃，总有一天会刺回人类本身。,48.0
人类忘记了自己的起源又无视维持生存最起码的需要这样水和其他资源也就一同变成了人类漠然不顾的受难者适应这些化合物所需要的时间以自然历史的维度进行衡量它耗费的不是一代人的时间而是几代人的生命,48.0
人不要脸注定完蛋,48.0
有病,48.0
缺了大德了！,48.0
人类叛徒,48.0
对这个点要抓住,48.0
这些渔民也是可怜人，只是普通人，普通的活着,48.0
吃死拉倒,48.0
有用吗？他们停了吗？并没有,48.0
台风君加油把废水灌回去,48.0
我说实在的，日本被美国控制指使的,48.0
台风岂不是会加速把污染代入中国,48.0
吃呗 吃死拉倒 ,48.0
对此，我无话可说,48.0
这些人有用吗,48.0
人渣,48.0
我要做坏人！做坏事！大家不要阻止我！呜呜呜！如果真的可以就好了，我只是想想,48.0
fk USA,48.0
之后就不是跌了，直接卖不去出，以后也不用捕鱼了,48.0
然而国外很多人都不知道,48.0
韩国郑虎,48.0
可怜 全人类的悲剧,48.0
可怜的海洋生物呀我哭了,48.0
韩国高层都卖你们了，还不反他,48.0
这哥们要倒霉了,48.0
可恨,48.0
可恨可悲，未能制止！,48.0
我真的尽力辣,48.0
有色差说明海藻挂的差不多了,48.0
对不起帮不了,48.0
对不起打扰了，可能与视频内容没有关系但是YY回国这件事真的需要热度！这关系到全人类的未来！希望越来越多的人去关注与发声 ！​,48.0
人间悲苦，政客谈笑,48.0
也就只能嘴上说说了,48.0
这只不过是排一次核污染水,48.0
后面海鲜价格会上涨，毕竟只有新鲜人工养殖提供，谁都不会去冒风险去吃海里的,48.0
然而，这只是明面上的。,48.0
然而泼出去的水是收不回来的，还是得靠扔导弹这个直白的方法物理的解决问题。,48.0
人类败类,48.0
人类要自我毁灭吗  这些人咋那么蠢啊,48.0
央视新闻,48.0
美丽国人都是免疫力强种族.......,48.0
可是60多年都不退休吗,48.0
人类群星落日之时,48.0
所有参与者都将下地狱为生灵陪葬,48.0
米国迟早药丸,48.0
还有王法吗,48.0
我们要有钢铁般的意志和手腕，才能保护自己的立场,48.0
这次已经是蓄谋已久了，除非能找到实际证据进行国际仲裁,48.0
漂亮国真的无耻,48.0
饮稀悦它舔个大脸站那不尴尬吗？,48.0
以后谁再给我说环保，我tm大嘴巴子抽他！,48.0
坚决抵制日本鬼子！,48.0
以后的大海都要变成黑色的了,48.0
完全不顾世界的死活 渔民们怎么办？,48.0
核污水仙人,48.0
城市天际线果然真实,48.0
老大哥，你在哪？,48.0
潜水仙人,48.0
环保少女何在？,48.0
我儿子是吃不上了,48.0
老双标了,48.0
小日子真不怕死是吧,48.0
核污染水中，仅放射性核元素就达上百种，别被日本蒙蔽！,48.0
woc 全黑了,48.0
核污染水中所含的放射性核元素不是几十种，而是上百种！,48.0
找死啊吃福岛核辐射海鲜,48.0
等待死亡,48.0
翻译：倭寇不是人,48.0
玩双标还的是你，霉国,48.0
以后吃啥,48.0
世界级犯人,48.0
世界没日本是好事，但不能没海洋,48.0
他吃的肯定是别的地方拿来的,48.0
日本政府一直这么逆天,48.0
滚你丫的,48.0
世界可以没有日本，人类不能没有海洋,48.0
踏马的这么好吃老b登怎么自己不去,48.0
滚啊,48.0
反对排放！！！,48.0
但他们身体很诚实，已经禁止日本好多产品进口了,48.0
百氚东倒海，喝时辐西归,48.0
小鬼子真畜牲啊,48.0
满意,48.0
估计他们抗辐射药都有了,48.0
满意你个锤子,48.0
坚决抵制日本核污水继续排海！！,48.0
伤心太平洋,48.0
伤心吗，还会可持续排放呢,48.0
把污水运去美国让他们喝,48.0
联合国99%的事情都没吊用,48.0
躬酱：对不起，但我还是要排,48.0
转发 我希望学子能有追求梦想的机会而不是在核辐射的痛苦中昏睡我希望后代能体会这个美好的世界而不是呆滞地望着海里生物的鲜血我希望海水是地球上一抹艳丽的颜色而不是人类为了一己私利堆放废品的角落,48.0
满意你倒是别停止进口日本海产品啊？,48.0
满意？你自己喝一口！,48.0
会,48.0
世界名画《老毕登和他的犬》,48.0
反对的声音太少啦,48.0
两者的处理方式也是高下立判,48.0
这是破罐子破摔拉全人类下水吗？,48.0
受伤的永远是民众！,48.0
玛德氢弹发射啊,48.0
才跌了500？都没腰斩呢,48.0
真实情况是，海的对面基本没人关注,48.0
这是全日本人民都同意的,48.0
才跌了500啊，我以为跌到500呢,48.0
这是人类的落日,48.0
这是人吗？,48.0
最好说到做到,48.0
最害怕的一集,48.0
才五百？一文不值好吧,48.0
美国驻日尝逝过了,48.0
最愤怒的一集,48.0
简直难以接受，怎么会有这么反人类的行径！,48.0
美国驻日大使赶紧的多吃点,48.0
tMD,48.0
真他巴的无语,48.0
还有三十多年额,48.0
最终受益的也只会有美国,48.0
哈保护地球保护海洋！！！！,48.0
我恨自己没有力量去阻止,48.0
美国这么支持，要不运给你？,48.0
美国这么支持日本，是不是他们想跟着排，让日本打头阵？,48.0
他告诉我什么是双标，他真的我哭死,48.0
还有法律吗,48.0
简直就是畜生,48.0
日本:你所热爱的，就是你的生活用水。,48.0
才跌了五百啊,48.0
美方驻日大使：特么的，考虑过我的感受吗,48.0
等死呗,48.0
等死呗，还能怎么办？变异了也是总体寿命缩短，除非马上停止排海，这也是不可逆的过程，至少1500年辐射才会降低安全范围,48.0
美狗,48.0
以后会有海洋巨怪出来搞他们吧？,48.0
丧心病狂怎么不去死,48.0
这是日本政府向全世界发动的核战争,48.0
丧心病狂的日本鬼,48.0
