弹幕,重复次数
有的人不擅长打腹稿，眼神乱看也正常，都不能全信,111.0
有看完的嘛,111.0
包括各种同位素,111.0
人类历史上最大的核电事故,111.0
不会G但会变异,111.0
混淆，提高阅读难度，降低热度,111.0
苏大教授,111.0
翻译：不管其他人死活,111.0
石棺？,111.0
处理水 处理过后变好的水还是坏的水并不清楚 ,111.0
如果海底有外星人，是不是该行动起来了,111.0
姐姐真的好强,111.0
自私自利,111.0
不应该选危害最小的吗,111.0
不就该拿来用，多好啊,111.0
海水,111.0
奥比克,111.0
稀释只不过是一种物理性质的变化，危险的核素总量不会因为稀释而年少,111.0
福岛？无福！,111.0
如果真的能处理干净，乏燃料后续的高放废液处置场早就建出来了，还需要固化处理？？？,111.0
肯定有人看的,111.0
肯定是有的，就是图省事儿。,111.0
果然知小礼而无大义，伪善至极,111.0
海底有外星人.....如果海底生活着人，无论长得怎么样肯定也是地球人啊,111.0
样都不给取，你猜？,111.0
老渔民都比那些砖家看的通透,111.0
不对，应该说是世界罪人，所有生命的罪人,111.0
而你我的朋友，你是真正的英雄,111.0
私密马赛一句就结束了,111.0
稀释了，总量不变,111.0
科学柠檬,111.0
他有好多痣阿,111.0
浓度很低？那你们为啥要穿防护服？,111.0
浓度低但是量大啊,111.0
而且你拥有这么优秀的处理技术，别人怎么不效仿呢？笑话,111.0
人行道不是还有位置吗？开上去。,111.0
而且人还不少，都在认真看,111.0
考虑到经济和危险 不如让世界一起承担是吧 反正也没人能制止,111.0
背锅侠1号,111.0
果然日本人了解日本人,111.0
稀释？不还一样吗,111.0
能被完全清楚，日本就不会这时候才排行海了,111.0
祖传PPT模板，，日本也用，哈哈哈哈哈哈,111.0
自己测自己排谁会信啊,111.0
稀释纯TM搞笑的，加了海水再倾倒和直接倾倒有区别？,111.0
自己人都气笑了,111.0
姐姐好厉害啊,111.0
姐姐在用生命做报道,111.0
不愧是自由记者，敢说而且一语道破,111.0
自己人都不放过,111.0
活不成了，写封遗书吧，已经排了几天了,111.0
反复小人,111.0
稀释有个卵用，稀释变的是浓度，总量又不变,111.0
能花700亿压热度，花不起这？,111.0
不存在的,111.0
妈妈问我为什么跪着看视频,111.0
稀释就是骗自己,111.0
来帮帮场子！,111.0
夺少？？？,111.0
能取出来早取了,111.0
来早了,111.0
基本饮用水? 麻烦喝一口。,111.0
人类罪人啊，哎,111.0
海水都变色了。。。,111.0
他要是同意了，他就对不起他名字中的任何一个词,111.0
极其矛盾，储存会让本地人不安，可你排海直接让本地人更加绝望，这是什么好政府,111.0
有时间干这个？,111.0
莎必日本蛆 世界末日了还在家里算账,111.0
注意安全啊大爷！,111.0
什么叫“失去冷却”？话都读不通吗？央视做视频能不能用点心啊！应该是“停止冷却”吧！,111.0
五十分钟？,111.0
然后增加了700亿的公关费，800亿的补偿？,111.0
地下连续墙,111.0
然后喝水的那个狗带了,111.0
任何地方都有好人和坏人,111.0
五级托到七级  天才,111.0
是geiy,111.0
是个明白人啊,111.0
是发现坏了在修吧,111.0
什么孤勇者,111.0
原来有人看,111.0
亡羊补牢,111.0
笑了，全部坏了这是检修没问题？,111.0
坏了才换，这个不是功能失效之前就换吗,111.0
竹内淳纯纯牛马,111.0
坏 了 再 修,111.0
真的不是换了两罐饮用水吗,111.0
真的好惨。。。。,111.0
多可怕呀，一旦证明污染的海洋，沿海的城市将是恶梦的开始！！,111.0
真的惨。。。,111.0
东电已经转私有了，鹰酱基金的大股东,111.0
是啊，不是要持续排放30年吗！,111.0
东电宣布破产会怎样,111.0
美国表示对此满意，也就是强迫日本这样做,111.0
是无法生存在地球上,111.0
任何地方都有好人坏人，但日本绝大部分都是坏人,111.0
原来是你们认为的？不是测得的啊，牛逼啊，一贯的自以为是自说自话,111.0
真就脸都不要了,111.0
认真的看呢,111.0
真不是人啊你,111.0
一语道破,111.0
殳读作书,111.0
科技也是服务社会的啊,111.0
早10年前不去做？,111.0
安倍挂了就开始作,111.0
死皮赖脸,111.0
认真看啊，人家说的是以排海这种方式来节省空间是不合理的，不是说排海合理,111.0
两百多万年…………,111.0
好像赛文超人眼镜,111.0
真假,111.0
然而光是公关费和赔偿费用就已经超过其他方案了,111.0
多少，64种,111.0
众所周知，日本发明了最先进的核污水处理技术，   世界应该向日本学习,111.0
計画はいいが、現実は？,111.0
众所周知，日本发明了最先进的核污染水处理技术，世界应该向日本学习 ,111.0
真实。。。,111.0
原来政府也知道啊,111.0
两个月处理了千分之二  就算是处理成《饮用水》 那其它的呢？,111.0
时长惊人,111.0
在默默的看,111.0
明明是从费用角度出发，唯一成本论！,111.0
观音,111.0
死扑街，丑恶嘴脸，淋漓尽致,111.0
是的。。。,111.0
不是基于成本吗,111.0
真的是不做人,111.0
真要靠稀释就能解决的话，那直接排海里就行啦，海里大把水。说破了稀释就是掩耳盗铃罢了,111.0
到足够低的水平但还是不符合标准,111.0
地球OL进入新赛季——辐射赛季,111.0
最早发现不该是媒体人，相关人员发现了没说,111.0
他和我们语法不一样。,111.0
裹这么严实是有什么心事吗,111.0
不管发生什么受害最重的都是普通民众,111.0
最简单的试验，用处理过的水养鱼，几代都不死不变异，才能排海不就行了,111.0
最终通过食物链富集到人类族群！大家一起买单！,111.0
不是从费用角度的判断吗……,111.0
表面功夫做好就行 你看我有 至于用没用那就不可能让你知道,111.0
最重要的应该是先解决增加，如果不解决这个的话承载能力一定会达到一个极限,111.0
剧毒物质极少也会致命吧……这解释说不通啊,111.0
正确的，不管渔民死活了属于是,111.0
太可怜了,111.0
前面都说了监管体系有问题，这个人还拿浓度当挡箭牌,111.0
人算不如天算,111.0
如果只是靠稀释的话，那将毫无意义,111.0
虽然都在冷嘲热讽，但其实大家都希望他说的是真的，只是可能性太小,111.0
有啊,111.0
它一直都不是个省心的料，,111.0
他很清醒,111.0
好人,111.0
学者都还比较正常,111.0
莎比日本,111.0
如果你说的是事实，那你的眼神不要躲闪啊，呵呵,111.0
真要听研究员的就不会只看成本，不考虑安全了,111.0
天生坏种,111.0
东京电力公司是韩国财团吗？什么都他说了算,111.0
不是啊，最早不是说蒸发排放最安全么？,111.0
地震多的地方还要搞核电站就是找死,111.0
是的，方法不少，东电自己也考虑过，但在最后还是选择成本最低的排海。,111.0
普通渔民真实惨,111.0
普通话好听,111.0
智慧有办法，奈何丑陋的私心没办法,111.0
演示动画下的流程（具有放射性同位素的元素）：钴、锶、锑、碘、铯、钌,111.0
暂时性害渔民，长远性害全人类。应该经过全人类同意才行,111.0
他只是想好好生活 他有什么错！,111.0
东京电力的数据还能信的！篡改了那么多数据。,111.0
以后的孩子只能通过纪录片看海上冲浪这些运动了吧,111.0
外星人根本不怕核污水,111.0
正解,111.0
要哭了,111.0
人家说很小一部分都是出于严谨的，正常运行的痕量泄露你可以当成0,111.0
滤水器,111.0
最可悲的是，以后肯定还会有其他国家排海。,111.0
要不让公布的东电喝了吧,111.0
最后得出直排大海吗？？,111.0
滤了个寂寞,111.0
以后是不是只能吃人工虾仁了,111.0
满足标准你喝一口,111.0
与你同在,111.0
人本政府,111.0
现实的手段！！！！,111.0
你们自己心里清楚,111.0
《符合标准》,111.0
呵呵，这只会让更多人知道日本的失误和愚蠢,111.0
这种话谁信,111.0
所以呢，一群人最后搞出这么一个烂方案,111.0
咋断断续续的呢？,111.0
这网站骗骗不懂的人罢了,111.0
所以其实大多数水是不能喝的，日本政府玩了个文字游戏,111.0
这记者还是看得透的,111.0
这话说的真剑啊,111.0
所以为什么他们不能去做饮用水呢？我记得他们应该很缺水吧！,111.0
这说的,111.0
这说话的乍一看咋跟机器人似的,111.0
这跟之前日本拒不投降的态度是一样的,111.0
赞同↑,111.0
这跟没处理有啥区别,111.0
所以他不敢喝，他心里清楚,111.0
这种时候，抠字眼是最无力的挣扎,111.0
所以排海就显得合理了吗？合理你ma,111.0
就是有办法，但是不做,111.0
所以美国到底是为了啥问题同意核污染水排海的？,111.0
就是日本人不想负责任的精神，让人作呕,111.0
和岛谈承诺是不是有点天真,111.0
就是把原来的核污水建个大的蓄水池储存起来，上面造个收集雨水的装置储存雨水。,111.0
就是把原来的废水建个大的蓄水池储存起来，上面造个收集雨水的装置,111.0
filter绷不住了,111.0
就是你这个老菅老毕登,111.0
就是为了做而说,111.0
就是不处理c14喽,111.0
这波前后对比满分,111.0
扎心了,111.0
就像一般老百姓去体检 体检报告出来大多数的数据都是看不懂的  只有医生看得懂,111.0
只要条件是完美的结果就是完美的（,111.0
这样的检修方式很有问题。      没发现损坏的发生时间问题很大。,111.0
所以为什么眼睛要乱动？,111.0
可不可以理解成米多了加水浓度自然降低,111.0
这是给他们塞了多少money，才能说出来这种没脑子的话,111.0
我要是这群研究人员…真的会抑郁好吧,111.0
呃,111.0
那些拿元素周期表洗地的初中生,111.0
那他们为什么不喝,111.0
我觉得你们放下身段去理解理解他们更合适,111.0
尽量=可以不听,111.0
那你倒是把核素处理完排放啊？感情排进海水没人能检查超标元素，混水摸鱼肯定成本最低啊,111.0
保护海洋，保护海洋动物！,111.0
可不是嘛 还有四个方案呢,111.0
那你就留着慢慢喝啊，排什么海？,111.0
居然已经十二年了,111.0
ALPS在理论设计层面确实能做到预想的程度，但问题是……,111.0
那你赶紧接到日本自来水站全国喝完它,111.0
那你首相倒是喝一口啊,111.0
那倒不会，但会通过食物链反噬人类,111.0
我觉得这件事的受害者已经不能单从渔民出发了，太片面了,111.0
那个喝了核水之后的人，为啥退，退休了,111.0
就说修个车，这样修都得废别说反应堆了,111.0
逻辑没搞懂,111.0
造假传统,111.0
选了个最便宜的处理计划,111.0
我阐述你的梦！！！,111.0
或？,111.0
连渔民都懂的道理，他们怎可能不懂？,111.0
TM自己首相都不敢喝,111.0
就算你给了补贴又怎样，你能挽回全球污染的局面吗？,111.0
这里给大家解释一下，理论上电解法是最安全环保的，但也是这么多方案里最贵的，电解出的氢气是对环境友好的，固化填埋会污染土地,111.0
这里有句话没翻译到字幕“日本人称之为‘死之灰’”,111.0
就是说！,111.0
这里故意只提了碳14，相对安全的核素,111.0
这里很危险吧,111.0
这里就能看出日本不负责任和逃避的本性,111.0
只要不检测它是坏的，就永远是好的是吧,111.0
这是目前看最安全的做法了吧,111.0
刚开始就没达标的,111.0
这个视频设置了只能投一个币？,111.0
←是的，就是这么理解,111.0
这个法子可靠但成本很高，且砂浆固化时间及块状大小不好控制，所需接触人员也蛮多,111.0
这个炸药包保存在这不安全，所以我直接丢给你们更安全。,111.0
这个燃料棒，我竟然能听懂,111.0
…好直接,111.0
拒绝日产从今天开始！,111.0
这个记者厉害啊,111.0
这么说，人家一开始就没打算存污水,111.0
这个记者是明白人,111.0
这个转场专业呀,111.0
这个问题上，日本的大部分专家其实都很专业，问题是决策者他不听啊,111.0
只是换了个名字,111.0
这么强势啊,111.0
这么快打脸了,111.0
这个时候他们又在意舆论影响了，又在意人们的担忧了,111.0
这个方案差不多三百多亿万日元,111.0
这个教授讲话的眼神就很稳定，想什么说什么,111.0
这个弹幕我怎么看不懂,111.0
这个对影响的认定太过于主观了,111.0
这个大爷之前做的一期节目里也采访了他,111.0
这个听到最靠谱,111.0
这个人，言外之意，及格就是可以排,111.0
只包括放射性元素，不要毒性是吧，那你排到海里面的不知道有多少毒呢,111.0
这个人说的话，还是比较客观的,111.0
这个人应该当场喝一瓶，让我们看看到底安全不安全,111.0
这个专家谁啊？维基百科根本找不到他任何成就,111.0
小日子的嘴脸到最后全球海产品都是核变就没人抵制了,111.0
小日子的命运并不掌握在他们技术人员手里，悲哀,111.0
。。。。你想死的话就直说啊,111.0
。。。关键是你已经排放了,111.0
。。。还是所有,111.0
这么说吧，东京电力的完全困股着是天皇这个狗东西，他不想过多的投入资金解决问题，只是生意,111.0
“民众的想法”，所以 你就是大爷了?,111.0
少说也得再加几个零吧，就两台怎么想都不够,111.0
把污水用水桶稀释，稀释后倒入池子，池子的水能喝？你信？,111.0
哈？？,111.0
把自私自利说得那么好听啊,111.0
